rank,finalWorth,personName,age,industries,countryOfCitizenship,selfMade,gender,birthYear,gdp_country,life_expectancy_country,total_tax_rate_country,population_country,latitude_country,longitude_country
130,13700,Jan Koum,47.0,Technology,United States,True,M,1976.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
133,13300,Jerry Jones,80.0,Sports,United States,True,M,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
133,13300,George Kaiser,80.0,Energy,United States,False,M,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
136,13200,Lu Xiangyang,60.0,Automotive,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
137,13100,Harry Triguboff,90.0,Real Estate,Australia,True,M,1933.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
138,12900,Uday Kotak,64.0,Finance & Investments,India,True,M,1959.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
138,12900,Stanley Kroenke,75.0,Sports,United States,True,M,1947.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
140,12600,Mikhail Fridman,58.0,Energy,Russia,True,M,1964.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
141,12300,Sarath Ratanavadi,57.0,Energy,Thailand,True,M,1965.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
142,12200,Dang Yanbao,50.0,Metals & Mining,China,True,M,1973.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
142,12200,Jiang Rensheng & family,69.0,Healthcare,China,True,M,1953.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
144,12100,Shahid Khan,72.0,Automotive,United States,True,M,1950.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
145,12000,Laurene Powell Jobs & family,59.0,Technology,United States,False,F,1963.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
147,11600,Stephen Ross,82.0,Real Estate,United States,True,M,1940.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
148,11500,Pavel Durov,38.0,Technology,United Arab Emirates,True,M,1984.0,"$421,142,267,938 ",77.8,15.9,9770529.0,23.424076,53.847818
148,11500,Andreas Struengmann & family,73.0,Healthcare,Germany,True,M,1950.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
148,11500,Thomas Struengmann & family,73.0,Healthcare,Germany,True,M,1950.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
151,11400,Liu Hanyuan,59.0,Food & Beverage,China,True,M,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
151,11400,Michael Rubin,50.0,Fashion & Retail,United States,True,M,1972.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
153,11300,Israel Englander,74.0,Finance & Investments,United States,True,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
153,11300,Viatcheslav Kantor,69.0,Manufacturing,Russia,True,M,1953.0,"$395,098,666,122 ",82.8,25.3,9053300.0,31.046051,34.851612
153,11300,Anthony Pratt,62.0,Manufacturing,Australia,False,M,1960.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
153,11300,Mikhail Prokhorov,57.0,Finance & Investments,Russia,True,M,1965.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
157,11100,Giorgio Armani,88.0,Fashion & Retail,Italy,True,M,1934.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
157,11100,Johann Rupert & family,72.0,Fashion & Retail,South Africa,False,M,1950.0,"$351,431,649,241 ",63.9,29.2,58558270.0,-30.559482,22.937506
159,11000,Zhang Zhidong,51.0,Technology,China,True,M,1972.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
161,10900,Philip Anschutz,83.0,Finance & Investments,United States,False,M,1939.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
161,10900,Judy Love & family,85.0,Fashion & Retail,United States,True,F,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
161,10900,Ricardo Salinas Pliego & family,67.0,Fashion & Retail,Mexico,False,M,1955.0,"$1,258,286,717,125 ",75.0,55.1,126014024.0,23.634501,-102.552784
164,10700,Donald Newhouse,93.0,Media & Entertainment,United States,False,M,1929.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
165,10600,Robert Kraft,81.0,Sports,United States,True,M,1941.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
165,10600,Marcel Herrmann Telles,73.0,Food & Beverage,Brazil,True,M,1950.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
167,10500,Suleiman Kerimov & family,57.0,Finance & Investments,Russia,True,M,1966.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
167,10500,Sky Xu,39.0,Fashion & Retail,China,True,M,1984.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
167,10500,Changpeng Zhao,45.0,Finance & Investments,Canada,True,M,1977.0,"$421,142,267,938 ",77.8,15.9,9770529.0,23.424076,53.847818
170,10300,Andrew Beal,70.0,Finance & Investments,United States,True,M,1952.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
171,10200,Mike Cannon-Brookes,43.0,Technology,Australia,True,M,1979.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
171,10200,Carl Cook,60.0,Healthcare,United States,False,M,1962.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
171,10200,David Duffield,82.0,Technology,United States,True,M,1940.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
171,10200,Jeffery Hildebrand,64.0,Energy,United States,True,M,1959.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
171,10200,Viktor Rashnikov,74.0,Manufacturing,Russia,True,M,1948.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
171,10200,Eduardo Saverin,41.0,Technology,Brazil,True,M,1982.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
171,10200,Georg Schaeffler,58.0,Automotive,Germany,False,M,1964.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
171,10200,Christy Walton,74.0,Fashion & Retail,United States,False,F,1949.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
179,10100,Scott Farquhar,43.0,Technology,Australia,True,M,1979.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
179,10100,Quek Leng Chan,81.0,Diversified,Malaysia,False,M,1941.0,"$364,701,517,788 ",76.0,38.7,32447385.0,4.210484,101.975766
179,10100,Wu Yajun,59.0,Real Estate,China,True,F,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
182,10000,Autry Stephens,85.0,Energy,United States,True,M,1938.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
183,9900,Liu Yongxing,74.0,Service,China,True,M,1948.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
184,9800,Vinod Adani,74.0,Diversified,Cyprus,True,M,1949.0,"$421,142,267,938 ",77.8,15.9,9770529.0,23.424076,53.847818
184,9800,Nicolas Puech,80.0,Fashion & Retail,France,False,M,1943.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
184,9800,"Jacques Saadé, Jr.",51.0,Logistics,France,False,M,1971.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
184,9800,Rodolphe Saadé,53.0,Logistics,France,False,M,1970.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
184,9800,Tanya Saadé Zeenny,55.0,Logistics,France,False,F,1968.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
184,9800,Melker Schorling & family,75.0,Finance & Investments,Sweden,True,M,1947.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
190,9700,Andrei Guriev & family,63.0,Manufacturing,Russia,True,M,1960.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
190,9700,Michael Kim,59.0,Finance & Investments,United States,True,M,1963.0,"$2,029,000,000,000 ",82.6,33.2,51709098.0,35.907757,127.766922
190,9700,Lei Jun,53.0,Technology,China,True,M,1969.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
190,9700,Friedhelm Loh,76.0,Manufacturing,Germany,False,M,1946.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
190,9700,Sun Piaoyang,64.0,Healthcare,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
195,9600,Rick Cohen & family,70.0,Technology,United States,False,M,1952.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
195,9600,Jin Baofang,70.0,Energy,China,True,M,1952.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
195,9600,Luo Liguo & family,67.0,Manufacturing,China,True,M,1956.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
195,9600,Marijke Mars,58.0,Food & Beverage,United States,False,F,1964.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
195,9600,Pamela Mars,62.0,Food & Beverage,United States,False,F,1960.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
195,9600,Valerie Mars,64.0,Food & Beverage,United States,False,F,1959.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
195,9600,Victoria Mars,66.0,Food & Beverage,United States,False,F,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
202,9500,Vincent Bolloré & family,71.0,Finance & Investments,France,False,M,1952.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
202,9500,Jim Pattison,94.0,Diversified,Canada,True,M,1928.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
204,9400,Ernesto Bertarelli,57.0,Healthcare,Switzerland,False,M,1965.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
204,9400,Wang Xing,44.0,Technology,China,True,M,1979.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
206,9300,Brian Chesky,41.0,Technology,United States,True,M,1981.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
206,9300,James Dyson,75.0,Manufacturing,United Kingdom,True,M,1947.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
208,9200,Roman Abramovich & family,56.0,Diversified,Russia,True,M,1966.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
208,9200,Antonia Ax:son Johnson & family,79.0,Diversified,Sweden,False,F,1943.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
208,9200,Daniel Kretinsky,47.0,Energy,Czech Republic,True,M,1975.0,"$246,489,245,495 ",79.0,46.1,10669709.0,49.817492,15.472962
208,9200,John Malone,82.0,Media & Entertainment,United States,True,M,1941.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
208,9200,Azim Premji,77.0,Technology,India,False,M,1945.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
208,9200,Charles Schwab,85.0,Finance & Investments,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
208,9200,Eric Smidt,63.0,Fashion & Retail,United States,True,M,1960.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
215,9000,David Cheriton,72.0,Technology,Canada,True,M,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
215,9000,Ivan Glasenberg,66.0,Metals & Mining,Switzerland,True,M,1957.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
215,9000,Alexander Otto,55.0,Real Estate,Germany,False,M,1967.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
215,9000,Anthony von Mandl,73.0,Food & Beverage,Canada,True,M,1950.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
215,9000,Wang Liping & family,57.0,Manufacturing,China,True,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
220,8900,Finn Rausing,68.0,Food & Beverage,Sweden,False,M,1955.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
220,8900,Jorn Rausing,63.0,Food & Beverage,Sweden,False,M,1960.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
220,8900,Kirsten Rausing,70.0,Food & Beverage,Sweden,False,F,1952.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
223,8800,Tatyana Bakalchuk,47.0,Fashion & Retail,Russia,True,F,1975.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
223,8800,John Doerr,71.0,Technology,United States,True,M,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
223,8800,Richard Liu,49.0,Technology,China,True,M,1974.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
223,8800,Dustin Moskovitz,38.0,Technology,United States,True,M,1984.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
223,8800,Pierre Omidyar,55.0,Technology,United States,True,M,1967.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
223,8800,Pei Zhenhua,64.0,Energy,China,True,M,1959.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
223,8800,Carrie Perrodo & family,72.0,Energy,France,False,F,1951.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
230,8700,Chen Jianhua,52.0,Manufacturing,China,True,M,1971.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
230,8700,Michael Otto,79.0,Fashion & Retail,Germany,False,M,1943.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
232,8600,Leon Black,71.0,Finance & Investments,United States,True,M,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
232,8600,Graeme Hart,67.0,Finance & Investments,New Zealand,True,M,1955.0,"$206,928,765,544 ",81.9,34.6,4841000.0,-40.900557,174.885971
232,8600,Ravi Jaipuria,68.0,Food & Beverage,India,False,M,1954.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
232,8600,Hasso Plattner & family,79.0,Technology,Germany,True,M,1944.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
232,8600,Carlos Alberto Sicupira & family,75.0,Food & Beverage,Brazil,True,M,1948.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
232,8600,Manuel Villar,73.0,Real Estate,Philippines,True,M,1949.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
232,8600,Andreas von Bechtolsheim & family,67.0,Technology,Germany,True,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
239,8500,"Chase Coleman, III.",47.0,Finance & Investments,United States,True,M,1975.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
239,8500,Ann Walton Kroenke,74.0,Fashion & Retail,United States,False,F,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
239,8500,Li Zhenguo & family,55.0,Manufacturing,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
242,8400,Jim Kennedy,75.0,Media & Entertainment,United States,False,M,1947.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
242,8400,Nicky Oppenheimer & family,77.0,Metals & Mining,South Africa,False,M,1945.0,"$351,431,649,241 ",63.9,29.2,58558270.0,-30.559482,22.937506
242,8400,Blair Parry-Okeden,72.0,Media & Entertainment,United States,False,F,1950.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
242,8400,Zheng Shuliang & family,77.0,Metals & Mining,China,False,F,1946.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
246,8300,John Morris,75.0,Fashion & Retail,United States,True,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
246,8300,Francine von Finck & family,65.0,Finance & Investments,Germany,False,F,1958.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
249,8200,German Khan,61.0,Energy,Russia,True,M,1961.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
249,8200,Abdulsamad Rabiu,62.0,Diversified,Nigeria,False,M,1960.0,"$448,120,428,859 ",54.3,34.8,200963599.0,9.081999,8.675277
249,8200,George Roberts,79.0,Finance & Investments,United States,True,M,1943.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
249,8200,Kushal Pal Singh,91.0,Real Estate,India,False,M,1931.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
249,8200,Wang Jianlin,68.0,Real Estate,China,True,M,1954.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
249,8200,Yang Huiyan & family,41.0,Real Estate,China,False,F,1981.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
256,8100,Laurent Dassault,69.0,Diversified,France,False,M,1953.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
256,8100,Thierry Dassault,66.0,Diversified,France,False,M,1957.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
256,8100,Tilman Fertitta,65.0,Food & Beverage,United States,True,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
256,8100,Marie-Hélène Habert-Dassault,58.0,Diversified,France,False,F,1965.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
256,8100,Karel Komarek,54.0,Gambling & Casinos,Czech Republic,True,M,1969.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
261,8000,Nathan Blecharczyk,39.0,Technology,United States,True,M,1983.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
261,8000,Leonid Fedun,66.0,Energy,Russia,True,M,1956.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
261,8000,Bernard Marcus,93.0,Fashion & Retail,United States,True,M,1929.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
261,8000,Patrick Ryan,85.0,Finance & Investments,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
261,8000,Robert F. Smith,60.0,Finance & Investments,United States,True,M,1962.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
261,8000,Pavel Tykac,58.0,Metals & Mining,Czech Republic,True,M,1964.0,"$246,489,245,495 ",79.0,46.1,10669709.0,49.817492,15.472962
268,7900,Orlando Bravo,52.0,Finance & Investments,United States,True,M,1970.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
268,7900,Ding Shizhong,52.0,Fashion & Retail,China,True,M,1970.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
268,7900,Nancy Walton Laurie,71.0,Fashion & Retail,United States,False,F,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
268,7900,Jay Y. Lee,54.0,Technology,South Korea,False,M,1968.0,"$2,029,000,000,000 ",82.6,33.2,51709098.0,35.907757,127.766922
268,7900,Ramzi Musallam,54.0,Finance & Investments,United States,True,M,1968.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
268,7900,David Shaw,72.0,Finance & Investments,United States,True,M,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
268,7900,Andrei Skoch & family,57.0,Metals & Mining,Russia,True,M,1966.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
268,7900,Georg Stumpf,50.0,Diversified,Austria,True,M,1972.0,"$446,314,739,528 ",81.6,51.4,8877067.0,47.516231,14.550072
276,7800,Rocco Commisso,73.0,Telecom,United States,True,M,1949.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
276,7800,Li Shuirong & family,66.0,Manufacturing,China,True,M,1956.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
276,7800,Qi Shi & family,53.0,Technology,China,True,M,1970.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
276,7800,Yao Liangsong,58.0,Manufacturing,China,True,M,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
282,7700,Jean-Michel Besnier,55.0,Food & Beverage,France,False,M,1967.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
282,7700,Marie Besnier Beauvalot,42.0,Food & Beverage,France,False,F,1980.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
282,7700,David Geffen,80.0,Media & Entertainment,United States,True,M,1943.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
282,7700,Robin Li,54.0,Technology,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
282,7700,Liu Yonghao & family,71.0,Service,China,True,M,1951.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
282,7700,Henry Samueli,68.0,Technology,United States,True,M,1954.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
282,7700,Reinhold Schmieding,68.0,Healthcare,United States,True,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
282,7700,Ivar Tollefsen,61.0,Real Estate,Norway,True,M,1961.0,"$403,336,363,636 ",82.8,36.2,5347896.0,60.472024,8.468946
290,7600,Cao Renxian,54.0,Energy,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
290,7600,Hasmukh Chudgar & family,89.0,Healthcare,India,True,M,1933.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
290,7600,Andrew Currie,67.0,Manufacturing,United Kingdom,True,M,1955.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
290,7600,Joe Gebbia,41.0,Technology,United States,True,M,1981.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
290,7600,Philip Ng,64.0,Real Estate,Singapore,False,M,1959.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
290,7600,John Reece,66.0,Manufacturing,United Kingdom,True,M,1957.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
290,7600,Leonard Stern,85.0,Real Estate,United States,False,M,1938.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
